Key,English,Japanese
armornerdbootsDesc,Heavy Armor\nProtection with a spring in your step. Reduces fall damage.\n\nFull Set Bonus: Tools and Weapons degrade slower. ,ヘビーアーマー\nステップがバネにより保護されます。\n落下ダメージが軽減されます。\n\nフルセットボーナス： 武器やツールの耐久値減少率が軽減されます。
armornerdglovesDesc,Heavy Armor\nProtect those cold clammy soft hands from the elements and become an intellectual badass. Deal more damage with intellect based weapons.\n\nFull Set Bonus: Tools and Weapons degrade slower. ,ヘビーアーマー\nその弱くて汗ばんだ手を保護して知的でヤバい奴になりましょう。\n知能ツリー内の武器使用時のダメージ量を増やします。\n\nフルセットボーナス： 武器やツールの耐久値減少率が軽減されます。
armornerdhelmetDesc,"Heavy Armor\nYou might not win any dates, but you'll win at leveling up your skills. Increases experience gain.\n\nFull Set Bonus: Tools and Weapons degrade slower. ,ヘビーアーマー\nデートのお誘いは無いかもしれませんが、　その分スキルアップに集中出来ます。\n獲得経験値量が上がります。\n\nフルセットボーナス： 武器やツールの耐久値減少率が軽減されます。"
armornerdoutfitDesc,Heavy Armor\nYour lack of fashion sense gives you the ability to focus on your inventions. Adds a chance to gain two crafting skill points when reading magazines.\n\nFull Set Bonus: Tools and Weapons degrade slower. ,ヘビーアーマー\nファッションセンスは無いかもしれませんが、　その分発明に集中出来ます。\n雑誌使用時に確率でクラフトスキルレベルが1ではなく2上昇します。\n\nフルセットボーナス： 武器やツールの耐久値減少率が軽減されます。
armornomadbootsDesc,Heavy Armor\nSeasoned travelers know the importance of proper footwear. Increases run speed.\n\nFull Set Bonus: Reduces stamina recovery costs. ,ヘビーアーマー\nベテランの放浪者は良い靴の重要さを理解しています。\n走行速度上昇。\n\nフルセットボーナス： スタミナ回復コストが下がります。
armornomadglovesDesc,"Heavy Armor\nIntegrated with materials that absorb radiation, these gloves are capable of inflicting increased melee damage on radiated foes. Deal more melee damage against Radiated, Charged, and Infernal enemies.\n\nFull Set Bonus: Reduces stamina recovery costs. ,ヘビーアーマー\n放射線を吸収する素材と一体化したこのグローブは、放射線を浴びた敵に与える近接ダメージ量を上昇させます。\n被爆したゾンビ、インフェルノ・ゾンビ、チャージド・ゾンビへの近接ダメージ上昇。\n\nフルセットボーナス： スタミナ回復コストが下がります。"
armornomadhelmetDesc,"Heavy Armor\nGuarded against the severe conditions of the wasteland, this headgear enables the Nomad to wander further. Reduces food and water use.\n\nFull Set Bonus: Reduces stamina recovery costs. ,ヘビーアーマー\n荒れ地の過酷な環境から身を守るこのヘルメットは、遊牧民がより遠くまで彷徨うことを可能にします。\n食料値や水分値が減りにくくなります。\n\nフルセットボーナス： スタミナ回復コストが下がります。"
armornomadoutfitDesc,Heavy Armor\nNomadic life means carrying everything with you. Reduces encumbrance.\n\nFull Set Bonus: Reduces stamina recovery costs. ,ヘビーアーマー\n遊牧民はすべて持ち歩きます。\n荷重制限を軽減します。\n\nフルセットボーナス： スタミナ回復コストが下がります。
armorpreacherbootsDesc,Light Armor\nYou can't kick ass for the Lord if you're dead! Decreases treated healing time of abrasions and breaks.\n\nFull Set Bonus: Reduces the chance of critical injuries. ,ライトアーマー\n死んでしまったら神のために戦うことは出来なくなります！\n治療済みのかすり傷や骨折の回復速度上昇。\n\nフルセットボーナス： 重症デバフを受ける確率が下がります。
armorpreacherglovesDesc,Light Armor\nSmite thy enemy. Increases damage dealt to the undead.\n\nFull Set Bonus: Reduces the chance of critical injuries. ,ライトアーマー\n敵を打ち負かせましょう。\n\nアンデッドに与えるダメージ量が上がります。\nフルセットボーナス： 重症デバフを受ける確率が下がります。
armorpreacherhelmetDesc,"Light Armor\nEarned through acts of kindness, fairness, and heroic deeds, the Preacher's positive reputation is well respected by the trading community. Receive a discount on purchased items.\n\nFull Set Bonus: Reduces the chance of critical injuries. ,ライトアーマー\n優しさ、公正さ、英雄的行為によって獲得した説教者の好意的な評判は、トレーダーから高く評価されています。\n購入商品の割引を受けます。\n\nフルセットボーナス： 重症デバフを受ける確率が下がります。"
armorpreacheroutfitDesc,"Light Armor\nBlessed by the Lord, these threads will keep you protected from evil. Reduces incoming damage.\n\nFull Set Bonus: Reduces the chance of critical injuries. ,ライトアーマー\n主に祝福され、これらの糸はあなたを悪から守ってくれます。\n受けるダメージ量を下げます。\n\nフルセットボーナス： 重症デバフを受ける確率が下がります。"
armorprimitivebootsDesc,Guard your feet with every step to ensure your survival. ,生き残るために、あなたの一歩一歩を守ります。
armorprimitiveglovesDesc,"Designed to enhance basic grip, but these gloves may also ward off a few bloody knuckles. ,基本的なグリップ力を高めるためにデザインされたグローブですが、拳が血まみれになることを防ぐことも出来ます。"
armorprimitivehelmetDesc,"Thin and lightweight, but it'll shield you from minor scrapes. ,薄くて軽量ですが、ちょっとした擦り傷から身を守ってくれます。"
armorprimitivemasterDesc,Unlock Primitive Armor Master ,原始防具マスターを解放
armorprimitiveoutfitDesc,"It might be itchy, but at least you're not naked. ,痒いかもしれませんが、少なくとも裸ではありません。"
armorraiderbootsDesc,Heavy Armor\nShock absorbing soles will soften your falls. Reduces fall damage.\n\nFull Set Bonus: Reduces the chance of critical injuries. ,ヘビーアーマー\n衝撃を吸収する靴底が落下ダメージを和らげてくれます。\n落下ダメージを軽減します。\n\nフルセットボーナス： 重症デバフを受ける確率が下がります。
armorraiderglovesDesc,Heavy Armor\nMetal plates increase the momentum of your swing. Increases melee weapon damage.\n\nFull Set Bonus: Reduces the chance of critical injuries. ,ヘビーアーマー\n金属プレートはスイングの勢いを増します。\n近接武器ダメージ量を上げます。\n\nフルセットボーナス： 重症デバフを受ける確率が下がります。
armorraiderhelmetDesc,"Heavy Armor\nThe chaos of battle can be jarring, but this helmet will leave you unshaken. Increases stun resistance.\n\nFull Set Bonus: Reduces the chance of critical injuries. ,ヘビーアーマー\n戦闘の混乱は耳障りなものだが、このヘルメットなら揺らぐことはない。\n脳震盪耐性が上がります。\n\nフルセットボーナス： 重症デバフを受ける確率が下がります。"
armorraideroutfitDesc,Heavy Armor\nA nearly impenetrable defense is worth its weight. Reduces critical injuries to be less severe.\n\nFull Set Bonus: Reduces the chance of critical injuries. ,ヘビーアーマー\nほぼ貫通されないディフェンスは重さに見合う価値があります。\n重症デバフの回復速度上昇。\n\nフルセットボーナス： 重症デバフを受ける確率が下がります。
armorrangerbootsDesc,Medium Armor\nCover more ground and stay in the fight longer. Increases max stamina.\n\nFull Set Bonus: Reload faster with Revolvers and Lever-Action Rifles. ,ミディアムアーマー\nより広いエリアをカバーでき、より長く戦えます。\n最大スタミナ量を上げます。\n\nフルセットボーナス： リボルバーとレバーアクションライフルのリロード速度が上がります。
armorrangerglovesDesc,Medium Armor\nKill varmints with enhanced grip and precision. Increases rifle and revolver damage. \n\nFull Set Bonus: Reload faster with Revolvers and Lever-Action Rifles. ,ミディアムアーマー\n強化されたグリップと正確さで害獣を仕留めます。\nライフルとリボルバー使用時のダメージ量を上げます。\n\nフルセットボーナス： リボルバーとレバーアクションライフルのリロード速度が上がります。
armorrangerhelmetDesc,"Medium Armor\nRangers are ruthless negotiators, especially while wearing a well crafted hat. Increases bartering.\n\nFull Set Bonus: Reload faster with Revolvers and Lever-Action Rifles. ,ミディアムアーマー\nレンジャーは冷酷な交渉人です。よくできた帽子をかぶっているときは特に。\n交渉能力を上げます。\n\nフルセットボーナス： リボルバーとレバーアクションライフルのリロード速度が上がります。"
armorrangeroutfitDesc,Medium Armor\nA rugged leather duster that keeps you in the fight longer. Increases max health.\n\nFull Set Bonus: Reload faster with Revolvers and Lever-Action Rifles. ,ミディアムアーマー\n頑丈な革のダスターと丈夫なデニムで、より長く戦えます。\n最大体力を上げます。\n\nフルセットボーナス： リボルバーとレバーアクションライフルのリロード速度が上がります。
armorroguebootsDesc,"Light Armor\nDesigned for withstanding harsh impacts, these boots protect you from fall damage. Increases safe fall distance.\n\nFull Set Bonus: Find more cash and dukes in loot. ,ライトアーマー\n激しい衝撃に耐えるように設計されたこのブーツは、落下によるダメージからあなたを守ります。\n落下ダメージを軽減します。\n\nフルセットボーナス： 旧紙幣とデュークのカジノトークンの略奪取得量上昇。"
armorrogueglovesDesc,Light Armor\nTime is everything when breaking into locks. Increases lockpicking speed and success rate.\n\nFull Set Bonus: Find more cash and dukes in loot. ,ライトアーマー\n鍵を破るには時間がすべてだ。\nピッキング速度と成功率上昇。\n\nフルセットボーナス： 旧紙幣とデュークのカジノトークンの略奪取得量上昇。
armorroguehelmetDesc,Light Armor\nA cunning thief always knows where to look. Increases loot stage.\n\nFull Set Bonus: Find more cash and dukes in loot. ,ライトアーマー\n狡猾な泥棒は、常にどこを探せばいいかを知っています。\n略奪ステージ上昇。\n\nフルセットボーナス： 旧紙幣とデュークのカジノトークンの略奪取得量上昇。
armorrogueoutfitDesc,"Light Armor\nThieves know how to get in, and get out undetected. Increases sneak effectiveness.\n\nFull Set Bonus: Find more cash and dukes in loot. ,ライトアーマー\n泥棒は目当てのものを手に入れ、気づかれずに脱出する方法を知っています。\nスニーク性能上昇。\n\nフルセットボーナス： 旧紙幣とデュークのカジノトークンの略奪取得量上昇。"
armorscavengerbootsDesc,Medium Armor\nSalvage longer with these custom fitted boots. Reduces stamina usage when salvaging.\n\nFull Set Bonus: Find better quality loot. ,ミディアムアーマー\nカスタムフィットブーツで長時間解体出来ます。\n解体ツール使用時、スタミナ消費量軽減。\n\nフルセットボーナス： 略奪品ボーナス上昇。
armorscavengerglovesDesc,Medium Armor\nProtect those knuckles and concentrate on your salvaging efforts. Increase resources when salvaging.\n\nFull Set Bonus: Find better quality loot. ,ミディアムアーマー\n拳を保護して解体に集中できるようにします。\n解体ツール使用時、獲得資材量上昇。\n\nフルセットボーナス： 略奪品ボーナス上昇。
armorscavengerhelmetDesc,Medium Armor\nYou're bound to learn something from taking all that stuff apart. Gain more XP when salvaging.\n\nFull Set Bonus: Find better quality loot. ,ミディアムアーマー\nあれだけのものを分解すれば、何かを学べるに違いありません。\n解体ツール使用時、獲得経験値上昇。\n\nフルセットボーナス： 略奪品ボーナス上昇。
armorscavengeroutfitDesc,Medium Armor\nDeep pockets help bring the goods home. Reduces encumbrance.\n\nFull Set Bonus: Find better quality loot. ,ミディアムアーマー\n深いポケットでたくさんのお土産を持ち帰ります。\n荷重制限を軽減します。\n\nフルセットボーナス： 略奪品ボーナス上昇。
autoturret,SMG Auto Turret ,SMG自動砲台
autoturretDesc,"A motion sensing bullet hose. No really, this thing eats piles of 9mm ammunition.\n\nRepair with Forged Iron, Mechanical Parts, and Electrical Parts. ,人感センサーを備えた砲台です。9mm弾を消費します。\n\n錬鉄、機械部品、電気部品で修理可能。"
batterybank,Battery Bank ,バッテリーバンク
batterybankDesc,Unlock Battery Bank ,バッテリーバンクを解放
bladetrap,Blade Trap ,ブレードトラップ
bladetrapDesc,Used to chop up zombies into many pieces. Just add zombies and stir.\n\nRepair with Forged Steel. ,ゾンビどもを木端微塵に切り刻みます。ゾンビを入れてかき混ぜればできあがり。\n\n鍛鋼（たんこう）で修理可能。
carbatteryDesc,Car batteries can be used to craft vehicles as well as scrapped or smelted at the forge for lead. Recharge them in a powered battery bank. ,バッテリーは車両のクラフトに使用され、解体や炉での精錬で鉛に変えることもできます。バッテリーバンクで充電できます。
ceilinglight01_player,Basic Light Bulb ,ベーシック電球
ceilinglight01_playerDesc,Unlock Basic Light Bulb ,ベーシック電球を解放
ceilinglight07_player,Fluorescent Light ,蛍光灯
ceilinglight07_playerDesc,Unlock Fluorescent Light ,蛍光灯を解放
cementmixer,Cement Mixer ,セメントミキサー
cementmixerDesc,"A cement mixer will help you craft materials like concrete mix or asphalt.\n\nRepair with Forged Iron, Mechanical Parts, and Springs. ,セメントミキサーはコンクリートミックスやアスファルトを作るときに役立ちます。\n\n錬鉄、機械部品、ばねで修理可能。"
chemistrystation,Chemistry Station ,化学実験ステーション
chemistrystationDesc,"With the proper equipment you can work far more efficiently than on a campfire.\nCan be used to warm up.\nRepair with Forged Iron, Short Iron Pipe, and Wood. ,適切な設備があれば、キャンプファイヤーよりもはるかに効率的に作業することができます。\n暖を取るために使用することも出来ます。\n錬鉄、鉄パイプ（ショート）、木材で修理可能。"
cntapiary,Apiary ,養蜂箱
cntapiaryDesc,"Slowly produces honey over time.\n\nCan be fueled with 10 Chrysanthemum, 10 Goldenrod, or 10 Cotton.\nWithout a Smoker tool mod, opening the hive may have a chance to provoke an angry swarm.\nRepair with Forged Iron. ,時間経過とともに蜂蜜を生成します。\n\n蜂蜜1瓶に付き、菊10個、アキノキリンソウ10個、または綿花10個を消費します。\n燻煙器がセットされていない場合、養蜂箱を開いたときに蜂が襲い掛かってくることがあります。\n\n錬鉄で修理可能です。"
cntdewcollector,Dew Collector ,水滴収集器
cntdewcollectorDesc,Unlock Dew Collector ,水滴収集器を解放
darttrap,Dart Trap ,ダーツトラップ
darttrapDesc,"Launches metal darts when powered.\n\nRepair with Forged Iron, Mechanical Parts, and Electrical Parts. ,通電させておくと金属製のダーツを発射します。\n\n錬鉄、機械部品、電気部品で修理可能。"
drinkjarbeer,Beer ,ビール
drinkjarbeerDesc,"300% Fist Melee Damage\n50% Stamina Gain\n\nGain stamina, bravado and stun immunity all in one bottle of this tasty home brewed beer. Just like grandpa used to make. ,素手やナックル使用時ダメージ量300%上昇\nスタミナ回復量50%上昇\n\nスタミナ上昇、虚勢、スタン耐性を一本のボトルに詰め込んだ美味しい自家製ビール。懐かしいおじいちゃんの味。"
drinkjarblackstrapcoffee,Blackstrap Coffee ,ブラックストラップコーヒー
drinkjarblackstrapcoffeeDesc,Blackstrap Coffee. This 2 century old favorite coffee was a staple among miners in the 1800's. Otherwise known as 'Muckmen Blackstrap' this strong blended roast will give you long lasting energy and keep you warm for hours. ,ブラックストラップコーヒーです。1800年代の鉱夫の間で定番であった、2世紀前に愛飲されていたコーヒーです。「マックメン・ブラックストラップ」の名でも知られており、長時間活力がみなぎり、体を数時間温めてくれる深煎りブレンドです。
drinkjarcoffee,Coffee ,コーヒー
drinkjarcoffeeDesc,Coffee keeps your stamina up and helps you stay warm for a limited time. ,コーヒーはスタミナを持続させ、一定時間体を温めてくれます。
drinkjargoldenrodtea,Goldenrod Tea ,アキノキリンソウ茶
drinkjargoldenrodteaDesc,Greatly speeds up recovering from dysentery. ,赤痢からの快復速度上昇。
drinkjargrandpasawesomesauce,Grandpa's Awesome Sauce ,おじいちゃんの素敵なソース
drinkjargrandpasawesomesauceDesc,Tired of getting bent by those pesky traders?\nTake a shot of Grandpa's Awesome Sauce\nand get a better deal! ,あの煩わしいトレーダーどもにやり込められるのはもううんざり？\nおじいちゃんの素敵なソースを一杯引っかけて交渉を有利に進めてやりましょう！
drinkjargrandpaslearningelixir,Grandpa's Learnin' Elixir ,おじいちゃんの学習エリクサー
drinkjargrandpaslearningelixirDesc,"Learn twice as much, twice as fast, or sumthin like that. ,学習効率と学習速度が二倍、っぽいそんな感じです。"
drinkjargrandpasmoonshine,Grandpa's Moonshine ,おじいちゃんの密造酒
drinkjargrandpasmoonshineDesc,Nuthin' makes settling it the old way easier than a bottle of grandpa's moonshine.\nGives all melee damage a punch that will make 'em quake in their boots. ,昔ながらのやり方でカタをつけるなら、おじいちゃんの密造酒がもってこいです。\nすべての近接ダメージに喝を入れます。相手はブルブルと震え上がることでしょう。ダメージ耐性、その他諸々も向上します。
drinkjarhoneytea,Honey Tea ,蜂蜜茶
drinkjarhoneyteaDesc,Greatly speeds up recovering from dysentery and helps fight off the early stages of infection. ,赤痢からの回復を大幅に早め、初期段階の感染症を緩和してくれます。
drinkjarpuremineralwater,Pure Mineral Water ,ピュアミネラルウォーター
drinkjarpuremineralwaterDesc,Pure mineral water is good for your digestion and hydrates you for days!\nExertion will not make you hungry and thirsty as quickly. ,ピュアミネラルウォーターは消化を助け、数日間水分補給が不要になります！\n運動してもそれほど早く空腹や喉の渇きを感じることがなくなります。
drinkjarredtea,Red Tea ,菊茶
drinkjarredteaDesc,"An ancient Chinese secret, red tea is known for being an antioxidant, providing excellent rehydration and reducing food drain so that exertion does not make you hungry and thirsty as quickly. ,古代中国の秘伝である菊茶は、解毒作用と強力な補水作用があります。また最大スタミナの減少を低減しますので、運動してもそれほど早く空腹や喉の渇きを感じることがなくなります。"
drinkjaryuccajuice,Yucca Juice ,ユッカジュース
drinkjaryuccajuiceDesc,Yucca juice provides excellent hydration. ,ユッカジュースには強力な補水作用があります。
drinkyuccajuicesmoothie,Yucca Juice Smoothie ,ユッカジューススムージー
drinkyuccajuicesmoothieDesc,This smoothie helps you boost stamina regeneration. ,このスムージーはスタミナの回復力を上げます。
drugantibiotics,Antibiotics ,抗生物質
drugantibioticsDesc,Antibiotics can cure infections.\n\nCan be crafted in a beaker at a campfire. ,感染症を治療することができます。\n\nキャンプファイヤーでビーカーを使ってクラフトできます。
drugfortbites,Fort Bites ,フォート・バイツ
drugfortbitesDesc,Fort Bites greatly increase your damage resistance. ,フォート・バイツはダメージ耐性を大幅に向上させます。
drugherbalantibiotics,Herbal Antibiotics ,ハーブ系抗生物質
drugherbalantibioticsDesc,Herbal Antibiotics can cure infections.\n\nCan be crafted in a cooking pot at a campfire. ,ハーブ系抗生物質は、感染症を治療することができます。\n\nキャンプファイヤーで調理鍋を使ってクラフトできます。
drugrecog,Recog ,レコグ
drugrecogDesc,Recog enhances ranged damage. ,レコグの効果で遠距離ダメージが増加します。
drugsteroids,Steroids ,ステロイド
drugsteroidsDesc,"Steroids decrease encumbrance, allowing you to carry more items, and allow you to run faster. They also allow you to move and perform actions normally when you have a sprained or broken limb. ,ステロイドは、一時的に荷重制限が全開放され、走行速度が上がります。ステロイドのバフが付与されている間は、捻挫や骨折の痛みを感じなくなり、普段通りに行動することが出来るようになります。"
electricfencepost,Electric Fence Post ,電流フェンスポスト
electricfencepostDesc,Wire up 2 or more of these and shock your enemies.\n\nRepair with Forged Iron and Electrical Parts. ,配線したものを2本以上設置して繋げます。間を通った敵を感電させましょう。\n\n錬鉄、電気部品で修理可能。
electrictimerrelay,Electric Timer Relay ,電気タイマーリレー
electrictimerrelayDesc,Wire up one of these to trigger events based on time of day.\n\nRepair with Forged Iron and Electrical Parts. ,配線しておけば日程に合わせて罠類が発動します。\n\n錬鉄、電気部品で修理可能。
electricwirerelay,Electric Wire Relay ,電気配線リレー
electricwirerelayDesc,Used to connect and extend wires between electrical components.\n\nRepair with Forged Iron. ,電気機器同士の接続や配線の延長に使用します。\n\n錬鉄で修理可能。
foodbaconandeggs,Bacon and Eggs ,ベーコンエッグ
foodbaconandeggsDesc,Bacon and eggs will really fill you up and boost your Maximum Stamina. Cholesterol is the least of your worries now. ,ベーコンエッグはお腹を満たし、最大スタミナにブーストがかかります。コレステロール値の心配などしている場合ではありませんから。
foodbakedpotato,Baked Potato ,ベークドポテト
foodbakedpotatoDesc,A nutritious baked potato full of carbohydrates. Great for couch potatoes too. ,栄養満点のベークドポテトには炭水化物がたっぷり。カウチポテト族にもうってつけです。
foodblueberrypie,Blueberry Pie ,ブルーベリーパイ
foodblueberrypieDesc,This homemade blueberry pie is just like Grandma used to make. ,お手製ブルーベリーパイは、まさにおばあちゃんの味。
foodboiledmeat,Boiled Meat ,ゆで肉
foodboiledmeatDesc,"While not as yummy as grilled meat, boiling is an efficient way to prepare a meal. ,焼肉ほど食欲をそそりませんが、ゆでるというのは肉の下ごしらえとして効率的な方法です。"
foodcansham,Can of Sham ,シャム缶
foodcanshamDesc,"A can of high quality Shamway Ham.\nShamway, the #1 maker of meat-like products. The lunch of champions.\n\nNow 100% acid free!!! ,Shamwayハムの高品質な缶詰です。\n謎肉のナンバー1製造メーカー、Shamway。ランチの王者。\n\n100%アシッドフリー！"
foodchilidog,Chili Dog ,チリドッグ
foodchilidogDesc,Tasty! ,美味しい！
foodcornbread,Corn Bread ,トウモロコシパン
foodcornbreadDesc,A tasty piece of corn bread lifts your spirits with its home-cooked charm. ,家庭の味を彷彿とさせるトウモロコシパンが気持ちを盛り上げてくれます。
foodcornonthecob,Grilled Corn ,焼きとうもろこし
foodcornonthecobDesc,A grilled ear of corn isn't the most filling or nutritious meal but it sure is satisfying. ,焼いたトウモロコシは、それほどお腹が膨れて栄養価が高いというわけではありません。それでも満足はできるでしょう。
foodfishtacos,Fish Tacos ,フィッシュタコス
foodfishtacosDesc,Who wants to live off the land when it's taco Tuesday? Or is this Thursday? ,火曜日のタコスの日に自給自足なんて本気ですか？それとも、今日は木曜日でしたっけ？
foodgrilledmeat,Grilled Meat ,焼肉
foodgrilledmeatDesc,"Meat! Meat on fire! Good! Meat fresh off the grill is nutritious, delicious, and filling. ,肉！火にかけた肉！いいですね！グリルで焼きたての肉は栄養満点で美味。お腹もいっぱいになります。"
foodgumbostew,Gumbo Stew ,ガンボシチュー
foodgumbostewDesc,"Vomiting is for the peasants! Eat like an apocalyptic king with this super filling, delicious gumbo stew. ,吐くなんて貧乏人のすること！この特に腹持ちの良い美味しいガンボシチューを世紀末の王のように食しましょう。"
foodhobostew,Hobo Stew ,ホボシチュー
foodhobostewDesc,"Nutritious and deli... it's edible, okay? ,栄養満点で美味し...とにかく食用です。"
foodhoneybrisket,Honey Brisket ,ハニーブリスケット
foodhoneybrisketDesc,"It’s sweet, it’s smoky, and it makes antibiotics look like baby food.\n\nCan help fight off the early stages of infection. ,甘くて、スモーキー、そして感染症の治療として役立ちます。\n\n初期段階の感染症を緩和してくれます。"
foodhoneyglazedsham,Honey Glazed Sham ,ハニーグレーズシャム
foodhoneyglazedshamDesc,"A premium can of Shamway’s finest meat-adjacent product, now with a sticky honey glaze!\n\nStill 100% acid free!\n\nCan help fight off the early stages of infection. ,シャムウェイ社特選肉風製品、プレミアム缶！今ならねっとりとしたハニーグレーズ付き！\n\n依然として100%アシッドフリーです！\n\n初期段階の感染症を緩和してくれます。"
foodmeatstew,Meat Stew ,肉シチュー
foodmeatstewDesc,A survivor isn't worth his salt if he can't make a meat stew. ,肉シチューを作ることができない奴は生存者とは呼べません。
foodpumpkinbread,Pumpkin Bread ,カボチャパン
foodpumpkinbreadDesc,Pumpkin bread is more filling than corn bread and tastes amazing. ,カボチャパンはトウモロコシパンよりもお腹がふくれ、味も素晴らしいです。
foodpumpkincheesecake,Pumpkin Cheesecake ,カボチャチーズケーキ
foodpumpkincheesecakeDesc,This pumpkin cheesecake tastes delicious and grants you a 5% discount when bartering. ,カボチャチーズケーキは美味しく、取引時に5%の割引を受けることができます。
foodpumpkinpie,Pumpkin Pie ,カボチャパイ
foodpumpkinpieDesc,"If there is one thing to be thankful for in the apocalypse, it's pumpkin pie. ,何か一つだけ黙示録に感謝することがあるとすれば、それはカボチャパイ。"
foodshamchowder,Sham Chowder ,シャムチャウダー
foodshamchowderDesc,Sham Chowder increases your Fortitude and grows chest hair! ,シャムチャウダーで忍耐力が向上し、胸毛まで生えてきます！
foodshepardspie,Shepherd's Pie ,シェパーズパイ
foodshepardspieDesc,Shepherd's Pie sure is tasty and super filling. ,シェパーズパイは本当に美味しいし、腹持ちも良い。
foodspaghetti,Spaghetti ,スパゲッティ
foodspaghettiDesc,"It's not a classy Italian dish, but it is very filling and has a full no money back guarantee that you won't vomit. ,上品なイタリア料理ではないけれど、腹持ちはとても良く、吐かないという全額返金保証付き。"
foodsteakandpotato,Steak and Potato Meal ,ステーキとジャガイモの食事
foodsteakandpotatoDesc,A filling meal fit for a king! ,王に相応しいずっしりとした食事です！
foodtunafishgravytoast,Tuna Fish Gravy Toast ,ツナグレービートースト
foodtunafishgravytoastDesc,"Some call it shit on a shingle, but it's actually pretty tasty and filling. ,屋根板の上のフンなんて呼ぶ人もいるけど、実はかなり美味しくて満腹になります。"
foodvegetablestew,Vegetable Stew ,野菜シチュー
foodvegetablestewDesc,Your mom always said eat your vegetables. Now's your chance to make her happy and guess what? They're good for you. ,常々お母さんから野菜を食べるように言われてませんでしたか。今こそお母さんを喜ばせるチャンスです。それに知っていましたか？健康にいいんですよ。
forge,Forge ,炉
forgeDesc,"Used to smelt metals to craft tools and weapons or stone to craft cement. Install tools to increase performance or unlock recipes.\nCan be used to warm up.\nRepair with Small Stone, Clay Soil, and Leather. ,金属を精錬してツールや武器をクラフトします。石を溶かしてセメントをクラフトすることもできます。鉄床や鞴（ふいご）をセットすると、炉の性能が上がり、坩堝（るつぼ）をセットすると鍛鋼（たんこう）などがクラフト可能になります。\n暖を取るために使用することも出来ます。\n小石、粘土、皮で修理可能。"
generatorbank,Generator Bank ,発電バンク
generatorbankDesc,Unlock Generator Bank ,発電バンクを解放
gunbott1junksledgeDesc,You may not be good at punching but you have the technology.\nYou can also deploy this on the ground using the Secondary action.\n\nRepair with a Repair Kit.\nScrap to Robotics Parts. ,あなたのパンチは強くないかもしれませんが、化学の技術は持ち合わせています。\n第二アクションで地面に展開することも可能です。\n\n修理キットで修理可能。\n解体するとロボットパーツに。
gunbott2junkturretDesc,This contraption can be fired and reloaded like a gun. It uses Robotic Turret Ammo for ammunition.\nYou can also deploy it on the ground using the Secondary action.\n\nRepair with a Repair Kit.\nScrap to Robotics Parts. ,銃のように発砲やリロードができる珍妙な装置です。弾薬としてロボット砲台用弾薬を使用します。\n第二アクションで地面に展開することも可能です。\n\n修理キットで修理可能。\n解体するとロボットパーツに。
gunbott3junkdroneDesc,"Crafted from robotic parts and scrap, the robotic drone is the ultimate companion in the apocalypse. It can heal you and carry some items.\n\nRepair with a Repair Kit.\nScrap to Robotics Parts. ,ロボットパーツと鉄くずから作られたロボットドローンは、終末世界での究極のコンパニオンです。あなたを治療したり、アイテムを運ぶことができます。\n修理キットで修理可能。\n解体するとロボットパーツに。"
gunbowt0primitivebowDesc,Good for hunting and killing zombies. Uses arrows for ammunition.\nHold reload to use alternate ammo.\n\nRepair with Wood.\nScrap to Wood. ,狩りやゾンビ殺しに有効です。弾薬として矢を使用します。\nリロード長押しで別の弾薬を使用できます。\n\n木材で修復します。\n解体すると木材になります。
gunbowt1ironcrossbowDesc,A crossbow is slow to reload but does more damage than a bow.\nThis weapon can be fired underwater.\nHold reload to use alternate ammo.\n\nRepair with a Repair Kit.\nScrap to Bow ,Crossbow Parts. ,クロスボウは普通の弓よりもリロードに時間がかかりますが、より大きなダメージを与えることができます。\nこの武器は水中でも発射できます。\nリロード長押しで別の弾薬を使用できます。\n修理キットで修理可能。\n解体すると弓/クロスボウパーツに。
gunbowt1woodenbowDesc,Good for hunting and killing zombies. Uses arrows for ammunition.\nHold reload to use alternate ammo.\n\nRepair with a Repair Kit.\nScrap to Bow ,Crossbow Parts. ,狩りやゾンビ殺しに有効です。弾薬として矢を使用します。\nリロード長押しで別の弾薬を使用できます。\n\n修理キットで修理可能。\n解体すると弓/クロスボウパーツに。
gunbowt3compoundbowDesc,A compound bow does more damage and arrows fly straighter which makes it easier to aim.\n\nRepair with a Repair Kit.\nScrap to Bow ,Crossbow Parts. ,複合弓は通常の弓よりも大きなダメージを与えることができ、より直線的に飛ぶので狙いをつけやすくなります。\n\n修理キットで修理可能。\n解体すると弓/クロスボウパーツに。
gunbowt3compoundcrossbowDesc,Unlock Compound Crossbow ,複合クロスボウを解放
gunexplosivest3rocketlauncherDesc,A Rocket Launcher shoots rocket propelled grenades.\n\nRepair with a Repair Kit.\nScrap to Rocket Launcher parts. ,ロケット推進擲弾を発射するロケットランチャーです。\n\n修理キットで修理可能。\n解体するとロケットランチャーパーツに。
gunhandgunt0pipepistolDesc,A home-made pistol firing 9mm ammo.\n\nRepair with Short Iron Pipe.\nScrap to Iron. ,9mmの弾丸を発射する手作りのピストル。\n\n鉄パイプ（ショート）で修理します。\n解体すると鉄に。
gunhandgunt1pistolDesc,A basic pistol that uses 9mm ammo.\n\nRepair with a Repair Kit.\nScrap to Handgun Parts. ,9mm弾を使用するベーシックなピストル。\n\n修理キットで修理可能。\n解体するとハンドガンパーツに。
